序号,单词,来源,释义,词源,例句
2553,telescope,基础词 Unit 10,n. 望远镜,由希腊语 tele（远）和 skopein（看）组成，意为“远望镜”。,"1. He looked at the stars through a telescope.（他通过望远镜观察星星。）
2. The events were telescoped into a single day.（这些事件被压缩在一天之内完成。）
3. The telescope revealed a new planet.（望远镜发现了一颗新行星。）"
2554,telegraph,基础词 Unit 10,"n. 电报机，打电报
v. 打电报传达（消息），报告",由希腊语 tele（远）和 graphein（写）组成，意为“远距离书写/电报”。,"1. He sent a telegraph to his family.（他给家人发了一封电报。）
2. The telegraph revolutionized communication.（电报彻底改变了通讯方式。）
3. His face telegraphed his true feelings.（他的表情流露出了他的真实感受。）"
2555,tell,基础词 Unit 10,v. 辨别，区别；告诉，讲述；吩咐，命令；泄露，吐露,源自古英语 tellan，意为“讲述、计算”，是基础动词。,"1. Can you tell me the truth?（你能告诉我真相吗？）
2. It is hard to tell the difference between them.（很难分辨出它们之间的区别。）
3. She told him to wait outside.（她告诉他在外面等。）"
2556,tear,基础词 Unit 10,"v. 撕开，撕裂
n. ；眼泪",源自古英语 teran，意为“撕裂”，与 tear（眼泪）拼写相同但发音不同。,"1. He tore the paper into pieces.（他把纸撕成了碎片。）
2. The dress was torn in the accident.（裙子在事故中被撕破了。）
3. She tore herself away from the party.（她强迫自己离开了聚会。）"
2557,tease,基础词 Unit 10,"vt. 戏弄，取笑；挑逗，撩拨
n. （爱）戏弄他人者，缠扰者",源自古英语 tæsan，原意为“梳理羊毛”，后引申为“戏弄、逗弄”。,"1. Don't tease your little brother.（不要戏弄你的小弟弟。）
2. She teased him about his new haircut.（她拿他的新发型开玩笑。）
3. The cat teased the mouse before catching it.（猫在抓住老鼠前逗弄了它一番。）"
2558,tedious,基础词 Unit 10,adj. 单调乏味的，冗长的，令人厌倦的,源自拉丁语 taedium，意为“厌倦”，指令人厌烦的、冗长的。,"1. The meeting was long and tedious.（会议既漫长又乏味。）
2. I find the work tedious.（我觉得这项工作很枯燥。）
3. He had to perform the tedious task of filing papers.（他不得不执行整理文件的枯燥任务。）"
2559,undo,基础词 Unit 10,vt. 松开，解开；取消，撤销,由 un-（反转）和 do（做）组成，意为“撤销、解开”。,"1. You can undo the changes by pressing this button.（你可以通过按这个按钮来撤销更改。）
2. He tried to undo the knot.（他试图解开那个结。）
3. Nothing can undo what has been done.（覆水难收。）"
2560,undoubtedly,基础词 Unit 10,adv. 无疑,由 un-（不）+ doubt（怀疑）+ -edly（副词后缀）组成，意为“毫无疑问地”。,"1. She is undoubtedly the best candidate.（她无疑是最佳候选人。）
2. This is undoubtedly a great achievement.（这无疑是一项伟大的成就。）
3. He will undoubtedly succeed.（他无疑会成功。）"
2561,peaceful,基础词 Unit 10,adj. 和平的；平静的，宁静的,由 peace（和平）加后缀 -ful（充满）构成，意为“和平的、宁静的”。,"1. They lived a peaceful life in the countryside.（他们在乡下过着宁静的生活。）
2. The protest was peaceful.（抗议活动是和平的。）
3. The lake was very peaceful at dawn.（黎明时分，湖面非常宁静。）"
2562,peak,基础词 Unit 10,n. 山顶，最高点，顶峰,词源不详，可联想为山峰的尖顶，引申为“顶峰、最高点”。,"1. They reached the peak of the mountain.（他们到达了山顶。）
2. Traffic is at its peak during rush hour.（高峰时段交通最拥堵。）
3. His career reached its peak in the 90s.（他的事业在90年代达到了顶峰。）"
2563,pearl,基础词 Unit 10,n. 珍珠,源自拉丁语 perla，指贝类中形成的珍珠，常比喻珍贵之物。,"1. She wore a necklace of pearls.（她戴着一串珍珠项链。）
2. The book is a pearl of wisdom.（这本书是智慧的结晶。）
3. He found a pearl in the oyster.（他在牡蛎里发现了一颗珍珠。）"
2564,pedal,基础词 Unit 10,"v. 踩踏板，骑自行车
n. 踏板",源自拉丁语 pes（脚），指脚踏板。,"1. He pressed the brake pedal hard.（他用力踩下了刹车踏板。）
2. She pedaled her bike up the hill.（她骑车蹬上了山坡。）
3. The piano has three pedals.（这架钢琴有三个踏板。）"
2565,pedestrian,基础词 Unit 10,"n. 步行者，行人
adj. 徒步的；平凡的，通俗的",源自拉丁语 pedester（步行者），指在路上行走的人。,"1. The street is for pedestrians only.（这条街仅供行人使用。）
2. The pedestrian was hit by a car.（行人被车撞了。）
3. His writing style is rather pedestrian.（他的写作风格相当平庸。）"
2566,harassment,基础词 Unit 10,n. 烦扰，骚扰；折磨人的东西,源自古法语 harasser（使疲惫、折磨），引申为通过持续的骚扰使人精疲力竭。,"1. The company has a zero-tolerance policy for sexual harassment.（公司对性骚扰采取零容忍政策。）
2. She complained about the constant harassment from her neighbors.（她抱怨邻居不断的骚扰。）
3. The report highlights the issue of workplace harassment.（该报告强调了职场骚扰问题。）"
2567,harbour/harbor,基础词 Unit 10,"n. 港口，海湾；避难所，藏身处
vt. 隐匿，窝藏，包庇",源自古英语 here（军队）+ beorg（庇护所），原指军队的驻扎地，后引申为港口或庇护所。,"1. The ship took shelter in the harbour during the storm.（暴风雨期间，船只在港口避难。）
2. He was accused of harbouring a fugitive.（他被指控窝藏逃犯。）
3. She still harbours doubts about his honesty.（她对他是否诚实仍心存疑虑。）"
2568,hard,基础词 Unit 10,"adj. 硬的，坚固的；努力的，艰苦的；冷酷无情的；强烈的，猛烈的
adv. 努力地；猛烈地；困难地",源自原始日耳曼语 harduz，意为坚硬的、强壮的，形容难以改变或承受的状态。,"1. It is hard to learn a new language in a short time.（在短时间内学会一门新语言很难。）
2. The ground was frozen hard by the winter frost.（地面被冬霜冻得坚硬。）
3. He works hard to support his family.（他努力工作以养家糊口。）"
2569,harden,基础词 Unit 10,v. 使变硬；使变得冷酷无情,由 hard + 后缀 -en（使动）构成，意为使变硬、使坚固。,"1. The clay will harden as it dries.（黏土变干后会变硬。）
2. His heart hardened against her pleas.（面对她的恳求，他的心变得冷酷起来。）
3. The government has hardened its stance on immigration.（政府在移民问题上加强了立场。）"
2570,hardly,基础词 Unit 10,adv. 几乎不，简直不；仅仅，刚刚；辛苦，苛刻地,由 hard + 副词后缀 -ly 构成，意为几乎不、简直不，表示程度极低。,"1. I could hardly believe my eyes.（我简直不敢相信自己的眼睛。）
2. There was hardly any food left in the fridge.（冰箱里几乎没剩下什么食物了。）
3. It is hardly surprising that they failed.（他们失败了，这并不令人惊讶。）"
2571,hardship,基础词 Unit 10,"n. 艰难,困苦",由 hard + 后缀 -ship（状态、性质）构成，指处于艰难困苦的状态。,"1. They endured great hardship during the war.（战争期间他们忍受了巨大的苦难。）
2. Economic hardship forced many people to move.（经济困难迫使许多人搬迁。）
3. The scholarship helps students facing financial hardship.（奖学金旨在帮助面临经济困难的学生。）"
2572,hardware,基础词 Unit 10,n. 五金，金属制品；硬件,由 hard（坚硬的）+ ware（商品、器具）构成，指金属制品或计算机的物理设备。,"1. The store sells a wide range of computer hardware.（这家店销售各种计算机硬件。）
2. He went to the hardware store to buy some nails.（他去五金店买了一些钉子。）
3. The system requires an upgrade in hardware.（该系统需要进行硬件升级。）"
2573,hero,基础词 Unit 10,n. 英雄，勇士；男主角，男主人公,源自希腊语 heros，原指神话中的半神英雄，后指具有非凡勇气或成就的人。,"1. He is a hero in the eyes of his children.（在孩子们眼中，他是一位英雄。）
2. The firefighter was hailed as a hero for saving the child.（那位消防员因救出孩子而被誉为英雄。）
3. The hero of the novel faces many challenges.（这部小说的男主角面临许多挑战。）"
2574,heroic,基础词 Unit 10,"adj. 英雄的,英勇的",由 hero + 后缀 -ic（形容词后缀）构成，意为英雄般的、英勇的。,"1. The soldiers made a heroic effort to defend the city.（士兵们为保卫城市做出了英勇的努力。）
2. It was a heroic rescue mission.（那是一次英勇的救援行动。）
3. She showed heroic patience in dealing with the problem.（她在处理这个问题时表现出了非凡的耐心。）"
2575,heroin,基础词 Unit 10,n. 海洛因,源自德语 Heroin，最初由拜耳公司命名，因其能使人产生英雄般的强力感而得名。,"1. The police seized a large quantity of heroin.（警方查获了大量海洛因。）
2. He struggled with heroin addiction for years.（他多年来一直与海洛因成瘾作斗争。）
3. The campaign aims to prevent heroin abuse among teenagers.（该运动旨在防止青少年滥用海洛因。）"
2576,heroine,基础词 Unit 10,n. 女英雄；女主角，女主人公,由 hero + 后缀 -ine（表示女性）构成，指女英雄或小说中的女主角。,"1. She is the heroine of the story.（她是这个故事的女主角。）
2. The local heroine was honored for her community service.（这位当地的女英雄因其社区服务而受到表彰。）
3. The book features a strong female heroine.（这本书塑造了一位坚强的女主角。）"
2577,impatient,基础词 Unit 10,"adj. 不耐烦的,急躁的",由 im-（不）+ patient（耐心的）构成，意为不耐烦的、急躁的。,"1. He became impatient with the slow service.（他对缓慢的服务感到不耐烦。）
2. She is impatient to start her new job.（她迫不及待地想开始新工作。）
3. Don't be so impatient; it will take time.（别那么急躁，这需要时间。）"
2578,imperative,基础词 Unit 10,"adj. 紧急的，重要的；命令式的，专断的；祈使的
n. 必要的事，必要性",源自拉丁语 imperare（命令），意为强制性的、紧急的、祈使的。,"1. It is imperative that we act now.（我们现在采取行动是至关重要的。）
2. The imperative need for reform cannot be ignored.（改革的迫切需求不容忽视。）
3. The teacher explained the use of the imperative mood.（老师讲解了祈使语气的用法。）"
